output_file,field_name,field_label,description,source,source_field,calculation,unit,denominator,geography,time_period,limitations
tableau_support_type_quarter.csv,quarter_label,Quarter Label,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,quarter_end_date,Quarter End Date,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,ISO date,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,geography_type,Geography Type,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,geography_code,Geography Code,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,geography_name,Geography Name,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,remoteness,Remoteness,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_class,Support Class,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_type,Support Type,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_type_group,Support Type Group,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,atlas_service_type_filter,Atlas Service Type Filter,Support type copied into the service-type table for Tableau support and opportunity filtering; keep it off the service-area geometry map.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,payments,Payments,Prepared Tableau field. See methodology notes and source register for provenance.,local curated NDIA service-type source,service_type_payment_amount,,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,local_support_share,Local Support Share,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,decimal,"relevant local, national or remoteness total",as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,payment_growth_rate,Payment Growth Rate,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,decimal,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,payments_per_funded_plan,Payments Per Funded Plan,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,AUD,funded_plan_count,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,payments_per_1000_population,Payments Per 1000 Population,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,AUD,population_count,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,national_support_share,National Support Share,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,decimal,"relevant local, national or remoteness total",as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,remoteness_support_share,Remoteness Support Share,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,decimal,"relevant local, national or remoteness total",as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_location_quotient,Support Location Quotient,Local support payment share divided by national support payment share.,derived pipeline output,,local_support_share / national_support_share,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,remoteness_support_location_quotient,Remoteness Support Location Quotient,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,national_benchmark,National Benchmark,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,remoteness_benchmark,Remoteness Benchmark,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_payment_gap_from_national_benchmark,Support Payment Gap From National Benchmark,Estimated support-type payment dollars below or above the national payment-share benchmark.,derived pipeline output,,area_total_payments * national_benchmark - payments,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_payment_gap_from_remoteness_benchmark,Support Payment Gap From Remoteness Benchmark,Estimated support-type payment dollars below or above the remoteness peer payment-share benchmark.,derived pipeline output,,area_total_payments * remoteness_benchmark - payments,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_share_gap_from_national,Support Share Gap From National,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_share_gap_from_remoteness,Support Share Gap From Remoteness,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_lq_gap_from_remoteness,Support Lq Gap From Remoteness,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,projected_next_quarter_payments,Projected Next Quarter Payments,"Simple one-quarter momentum projection using clipped payment growth. This is a demand proxy, not a statistical forecast.",derived pipeline output,,payments * (1 + clipped payment_growth_rate),AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Simple momentum proxy only. It is not a causal forecast and clips growth rates to avoid extreme projections.
tableau_support_type_quarter.csv,projected_next_quarter_payment_change,Projected Next Quarter Payment Change,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_undersupply_score,Support Undersupply Score,"Quarter-relative proxy score for support-type under-supply, based on remoteness benchmark payment, share and location-quotient gaps.",derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_growth_score,Support Growth Score,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_payment_scale_score,Support Payment Scale Score,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_payment_intensity_score,Support Payment Intensity Score,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_business_opportunity_score,Support Business Opportunity Score,"Quarter-relative support-type proxy score combining support under-supply, growth, payment scale, payment intensity and area business opportunity.",derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,support_advocacy_opportunity_score,Support Advocacy Opportunity Score,"Quarter-relative support-type proxy score combining support under-supply with area advocacy, under-funding and under-service signals.",derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,service_type_opportunity_score,Service Type Opportunity Score,Mean of support business and support advocacy opportunity proxy scores.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,service_type_opportunity_rank,Service Type Opportunity Rank,"Quarter and support-type rank by service-type opportunity score, where 1 is the highest-ranked area for that support type.",derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,service_type_opportunity_segment,Service Type Opportunity Segment,Readable support-type opportunity segment derived from the proxy scores.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,business_opportunity_score,Business Opportunity Score,"Quarter-relative proxy score for commercial opportunity, combining market scale, payment intensity, utilisation friction, provider load and unspent funding signals.",derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output","Proxy score for triage and prioritisation only. It does not prove unmet demand, provider shortage or future revenue."
tableau_support_type_quarter.csv,advocacy_opportunity_score,Advocacy Opportunity Score,"Quarter-relative proxy score for advocacy priority, combining under-funding, under-service and utilisation-barrier signals.",derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Proxy score for triage and prioritisation only. It should be interpreted with local evidence and participant/community context.
tableau_support_type_quarter.csv,underfunded_advocacy_score,Underfunded Advocacy Score,"Quarter-relative proxy score for funding or access gaps, based on funded-plan coverage, mean plan funding and payment-intensity gaps against remoteness peers.",derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,underserviced_provider_score,Underserviced Provider Score,"Quarter-relative proxy score for potential under-service, based on provider load, supply response and utilisation gap indicators.",derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,funded_plans_per_1000_delta_from_national_mean,Funded Plans Per 1000 Delta From National Mean,"Funded plans per 1,000 population minus the national mean for the same quarter.",derived pipeline output,,funded_plans_per_1000 - benchmark_national_funded_plans_per_1000,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,funded_plans_per_1000_delta_from_national_median,Funded Plans Per 1000 Delta From National Median,"Funded plans per 1,000 population minus the national service-area median for the same quarter.",derived pipeline output,,funded_plans_per_1000 - benchmark_national_median_funded_plans_per_1000,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,mean_plan_utilisation_delta_from_national_median,Mean Plan Utilisation Delta From National Median,Mean plan utilisation minus the national median service-area utilisation for the same quarter.,derived pipeline output,,mean_plan_utilisation - benchmark_national_median_plan_utilisation,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,provider_saturation_delta_from_national_mean,Provider Saturation Delta From National Mean,Funded plans per active provider minus the national mean for the same quarter. Higher values indicate higher provider load.,derived pipeline output,,funded_plans_per_active_provider - benchmark_national_provider_saturation,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,provider_saturation_delta_from_national_median,Provider Saturation Delta From National Median,Funded plans per active provider minus the national service-area median for the same quarter. Higher values indicate higher provider load.,derived pipeline output,,funded_plans_per_active_provider - benchmark_national_median_provider_saturation,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,active_provider_rate_delta_from_national_mean,Active Provider Rate Delta From National Mean,"Active providers per 1,000 funded plans minus the national mean for the same quarter.",derived pipeline output,,active_providers_per_1000_funded_plans - benchmark_national_active_providers_per_1000_funded_plans,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,active_provider_rate_delta_from_national_median,Active Provider Rate Delta From National Median,"Active providers per 1,000 funded plans minus the national service-area median for the same quarter.",derived pipeline output,,active_providers_per_1000_funded_plans - benchmark_national_median_active_providers_per_1000_funded_plans,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,atlas_default_metric_value,Atlas Default Metric Value,"Default atlas colour metric combining funded-plan coverage gaps, utilisation gaps and provider saturation signals.",derived pipeline output,,"mean of quarter-relative funded-plan coverage gap, utilisation gap and provider saturation proxy scores",,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Composite visual priority score only; inspect the individual delta fields before drawing conclusions.
tableau_support_type_quarter.csv,atlas_default_metric_label,Atlas Default Metric Label,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,atlas_metric_interpretation,Atlas Metric Interpretation,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,atlas_utilisation_median_band,Atlas Utilisation Median Band,Atlas colour band derived from mean plan utilisation minus the national service-area median for the same quarter.,derived pipeline output,,"categorise mean_plan_utilisation_delta_from_national_median as below, near or above national median",,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,payment_item_participant_count_sum_not_unique,Payment Item Participant Count Sum Not Unique,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,suppressed_payment_item_rows,Suppressed Payment Item Rows,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,suppressed_participant_item_rows,Suppressed Participant Item Rows,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,source_item_rows,Source Item Rows,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,area_total_payments,Area Total Payments,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,funded_plan_count,Funded Plan Count,Prepared Tableau field. See methodology notes and source register for provenance.,local curated NDIA service-area-quarter source,funded_plans_count,,count,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_support_type_quarter.csv,population_count,Population Count,Prepared Tableau field. See methodology notes and source register for provenance.,local processed ABS ERP denominator,,,count,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Current denominator is static 2025 ERP; quarterly interpolation requires annual source series.
tableau_support_type_quarter.csv,reliability_flag,Reliability Flag,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,quarter,Quarter,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,quarter_label,Quarter Label,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,quarter_end_date,Quarter End Date,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,ISO date,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,geography_type,Geography Type,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,geography_code,Geography Code,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,profile_dimension,Profile Dimension,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,profile_category,Profile Category,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,count,Count,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,proportion,Proportion,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,average_value,Average Value,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,source_name,Source Name,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,reliability_flag,Reliability Flag,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_participant_profile.csv,limitation_note,Limitation Note,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_community_context.csv,geography_type,Geography Type,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_community_context.csv,geography_code,Geography Code,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_community_context.csv,reference_year,Reference Year,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_community_context.csv,population_count,Population Count,Prepared Tableau field. See methodology notes and source register for provenance.,local processed ABS ERP denominator,,,count,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Current denominator is static 2025 ERP; quarterly interpolation requires annual source series.
tableau_community_context.csv,remoteness,Remoteness,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_community_context.csv,area_sqkm,Area Sqkm,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_community_context.csv,population_density_per_sqkm,Population Density Per Sqkm,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_community_context.csv,available_context_note,Available Context Note,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_community_context.csv,reliability_flag,Reliability Flag,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,quarter,Quarter,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,quarter_label,Quarter Label,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,quarter_end_date,Quarter End Date,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,ISO date,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,geography_type,Geography Type,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,geography_code,Geography Code,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,rolling_four_quarter_mean_utilisation,Rolling Four Quarter Mean Utilisation,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,rolling_eight_quarter_mean_utilisation,Rolling Eight Quarter Mean Utilisation,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,utilisation_trend_slope,Utilisation Trend Slope,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,utilisation_volatility,Utilisation Volatility,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,consecutive_quarters_below_national_benchmark,Consecutive Quarters Below National Benchmark,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,consecutive_quarters_below_remoteness_benchmark,Consecutive Quarters Below Remoteness Benchmark,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,persistent_utilisation_classification,Persistent Utilisation Classification,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,participant_provider_growth_quadrant,Participant Provider Growth Quadrant,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,payment_provider_growth_quadrant,Payment Provider Growth Quadrant,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,AUD,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
